sid,lid
931,1607
932,1601
932,1603
932,1606
933,1601
933,1603
933,1607
934,1601
934,1604
934,1606
935,1601
935,1603
935,1607
936,1601
936,1603
936,1606
937,1601
937,1603
937,1607
938,1601
938,1603
938,1606
939,1601
939,1603
939,1607
940,1601
940,1604
940,1606
941,1601
941,1603
941,1607
942,1601
942,1603
942,1606
943,1601
943,1602
943,1605
944,1601
944,1603
944,1607
945,1601
945,1603
945,1606
946,1601
946,1604
946,1607
947,1601
947,1603
947,1606
948,1601
948,1603
948,1607
949,1601
949,1603
949,1606
950,1601
950,1603
950,1607
951,1601
951,1603
951,1606
952,1601
952,1603
952,1607
953,1601
953,1604
953,1606
954,1601
954,1603
954,1607
955,1601
955,1602
955,1605
956,1601
956,1603
956,1606
957,1601
957,1603
957,1607
958,1601
958,1603
958,1606
959,1601
959,1603
959,1607
960,1601
960,1603
960,1606
961,1601
961,1604
961,1607
962,1601
962,1603
962,1606
963,1601
963,1604
963,1607
964,1601
964,1603
964,1606
965,1601
965,1604
965,1607
966,1601
966,1604
966,1606
967,1601
967,1603
967,1607
968,1601
968,1603
968,1606
969,1601
969,1603
969,1607
970,1601
970,1603
970,1606
971,1601
971,1604
971,1607
972,1601
972,1603
972,1606
973,1601
973,1603
973,1607
974,1601
974,1604
974,1606
975,1601
975,1603
975,1607
976,1601
976,1603
976,1606
977,1601
977,1604
977,1607
978,1601
978,1602
978,1605
979,1601
979,1604
979,1606
980,1601
980,1604
980,1607
981,1601
981,1603
981,1606
982,1601
982,1602
982,1605
983,1601
983,1603
983,1607
984,1601
984,1604
984,1606
985,1601
985,1603
985,1607
986,1601
986,1603
986,1606
987,1601
987,1602
987,1605
988,1601
988,1602
988,1605
989,1601
989,1602
989,1605
990,1601
990,1604
990,1607
991,1601
991,1604
991,1606
992,1601
992,1604
992,1607
993,1601
993,1604
993,1606
994,1601
994,1603
994,1607
995,1601
995,1602
995,1605
996,1601
996,1602
996,1605
997,1601
997,1602
997,1605
998,1601
998,1603
998,1606
999,1601
999,1604
999,1607
1000,1601
1000,1603
1000,1606
1001,1601
1001,1603
1001,1607
1002,1601
1002,1603
1002,1606
1003,1601
1003,1604
1003,1607
1004,1601
1004,1603
1004,1606
1005,1601
1005,1603
1005,1607
1006,1601
1006,1604
1006,1606
1007,1601
1007,1603
1007,1607
1008,1601
1008,1603
1008,1606
1009,1601
1009,1604
1009,1607
1010,1601
1010,1604
1010,1606
1011,1601
1011,1603
1011,1607
1012,1601
1012,1604
1012,1606
1013,1601
1013,1603
1013,1607
1014,1601
1014,1603
1014,1606
1015,1601
1015,1604
1015,1607
1016,1601
1016,1604
1016,1606
1017,1601
1017,1603
1017,1607
1018,1601
1018,1604
1018,1606
1019,1601
1019,1604
1019,1607
1020,1601
1020,1603
1020,1606
1021,1601
1021,1603
1021,1607
1022,1601
1022,1604
1022,1606
1023,1601
1023,1604
1023,1607
1024,1601
1024,1604
1024,1606
1025,1601
1025,1604
1025,1607
1026,1601
1026,1602
1026,1605
1027,1601
1027,1602
1027,1605
1028,1601
1028,1604
1028,1606
1029,1601
1029,1603
1029,1607
1030,1601
1030,1602
1030,1605
1031,1601
1031,1604
1031,1606
1032,1601
1032,1603
1032,1607
1033,1601
1033,1603
1033,1606
1034,1601
1034,1604
1034,1607
1035,1601
1035,1603
1035,1606
1036,1601
1036,1603
1036,1607
1037,1601
1037,1604
1037,1606
1038,1601
1038,1603
1038,1607
1039,1601
1039,1603
1039,1606
1040,1601
1040,1603
1040,1607
1041,1601
1041,1602
1041,1605
1042,1601
1042,1603
1042,1606
1043,1601
1043,1604
1043,1607
1044,1601
1044,1602
1044,1605
1045,1601
1045,1603
1045,1606
1046,1601
1046,1603
1046,1607
1047,1601
1047,1603
1047,1606
1048,1601
1048,1603
1048,1607
1049,1601
1049,1604
1049,1606
1050,1601
1050,1603
1050,1607
1051,1601
1051,1603
1051,1606
1052,1601
1052,1604
1052,1607
1053,1601
1053,1603
1053,1606
1054,1601
1054,1603
1054,1607
1055,1601
1055,1604
1055,1606
1056,1601
1056,1603
1056,1607
1057,1601
1057,1602
1057,1605
1058,1601
1058,1603
1058,1606
1059,1601
1059,1603
1059,1607
1060,1601
1060,1603
1060,1606
1061,1601
1061,1603
1061,1607
1062,1601
1062,1603
1062,1606
1063,1601
1063,1603
1063,1607
1064,1601
1064,1603
1064,1606
1065,1601
1065,1603
1065,1607
1066,1601
1066,1604
1066,1606
1067,1601
1067,1604
1067,1607
1068,1601
1068,1603
1068,1606
1069,1601
1069,1603
1069,1607
1070,1601
1070,1603
1070,1606
1071,1601
1071,1602
1071,1605
1072,1601
1072,1604
1072,1607
1073,1601
1073,1603
1073,1606
1074,1601
1074,1603
1074,1607
1075,1601
1075,1603
1075,1606
1076,1601
1076,1603
1076,1607
1077,1601
1077,1604
1077,1606
1078,1601
1078,1604
1078,1607
1079,1601
1079,1603
1079,1606
1080,1601
1080,1604
1080,1607
1081,1601
1081,1604
1081,1606
1082,1601
1082,1604
1082,1607
1083,1601
1083,1603
1083,1606
1084,1601
1084,1603
1084,1607
1085,1601
1085,1603
1085,1606
1086,1601
1086,1604
1086,1607
1087,1601
1087,1604
1087,1606
1088,1601
1088,1603
1088,1607
1089,1601
1089,1604
1089,1606
1090,1601
1090,1602
1090,1605
1091,1601
1091,1603
1091,1607
1092,1601
1092,1603
1092,1606
1093,1601
1093,1603
1093,1607
1094,1601
1094,1603
1094,1606
1095,1601
1095,1603
1095,1607
1096,1601
1096,1604
1096,1606
1097,1601
1097,1604
1097,1607
1098,1601
1098,1604
1098,1606
1099,1601
1099,1604
1099,1607
1100,1601
1100,1604
1100,1606
1101,1601
1101,1604
1101,1607
1102,1601
1102,1603
1102,1606
1103,1601
1103,1603
1103,1607
1104,1601
1104,1604
1104,1606
1105,1601
1105,1603
1105,1607
1106,1601
1106,1603
1106,1606
1107,1601
1107,1604
1107,1607
1108,1601
1108,1603
1108,1606
1109,1601
1109,1603
1109,1607
1110,1601
1110,1603
1110,1606
1111,1601
1111,1604
1111,1607
1112,1601
1112,1604
1112,1606
1113,1601
1113,1604
1113,1607
1114,1601
1114,1602
1114,1605
1115,1601
1115,1604
1115,1606
1116,1601
1116,1602
1116,1605
1117,1601
1117,1602
1117,1605
1118,1601
1118,1603
1118,1607
1119,1601
1119,1602
1119,1605
1120,1601
1120,1603
1120,1606
1121,1601
1121,1603
1121,1607
1122,1601
1122,1603
1122,1606
1123,1601
1123,1602
1123,1605
1124,1601
1124,1603
1124,1607
1125,1601
1125,1604
1125,1606
1126,1601
1126,1602
1126,1605
1127,1601
1127,1603
1127,1607
1128,1601
1128,1603
1128,1606
1129,1601
1129,1603
1129,1607
1130,1601
1130,1604
1130,1606
1131,1601
1131,1604
1131,1607
1132,1601
1132,1603
1132,1606
1133,1601
1133,1603
1133,1607
1134,1601
1134,1602
1134,1605
1135,1601
1135,1603
1135,1606
1136,1601
1136,1604
1136,1607
1137,1601
1137,1603
1137,1606
1138,1601
1138,1603
1138,1607
1139,1601
1139,1604
1139,1606
1140,1601
1140,1602
1140,1605
1141,1601
1141,1604
1141,1607
1142,1601
1142,1603
1142,1606
1143,1601
1143,1603
1143,1607
1144,1601
1144,1602
1144,1605
1145,1601
1145,1602
1145,1605
1146,1601
1146,1603
1146,1606
1147,1601
1147,1604
1147,1607
1148,1601
1148,1602
1148,1605
1149,1601
1149,1603
1149,1606
1150,1601
1150,1603
1150,1607
1151,1601
1151,1602
1151,1605
1152,1601
1152,1604
1152,1606
1153,1601
1153,1602
1153,1605
1154,1601
1154,1604
1154,1607
1155,1601
1155,1604
1155,1606
1156,1601
1156,1604
1156,1607
1157,1601
1157,1602
1157,1605
1158,1601
1158,1604
1158,1606
1159,1601
1159,1604
1159,1607
1160,1601
1160,1604
1160,1606
1161,1601
1161,1603
1161,1607
1162,1601
1162,1603
1162,1606
1163,1601
1163,1603
1163,1607
1164,1601
1164,1604
1164,1606
1165,1601
1165,1604
1165,1607
1166,1601
1166,1604
1166,1606
1167,1601
1167,1603
1167,1607
1168,1601
1168,1603
1168,1606
1169,1601
1169,1603
1169,1607
1170,1601
1170,1603
1170,1606
1171,1601
1171,1603
1171,1607
1172,1601
1172,1604
1172,1606
1173,1601
1173,1603
1173,1607
1174,1601
1174,1603
1174,1606
1175,1601
1175,1604
1175,1607
1176,1601
1176,1604
1176,1606
1177,1601
1177,1603
1177,1607
1178,1601
1178,1603
1178,1606
1179,1601
1179,1603
1179,1607
1180,1601
1180,1603
1180,1606
1181,1601
1181,1603
1181,1607
1182,1601
1182,1603
1182,1606
1183,1601
1183,1603
1183,1607
1184,1601
1184,1604
1184,1606
1185,1601
1185,1603
1185,1607
1186,1601
1186,1603
1186,1606
1187,1601
1187,1604
1187,1607
1188,1601
1188,1603
1188,1606
1189,1601
1189,1604
1189,1607
1190,1601
1190,1603
1190,1606
1191,1601
1191,1603
1191,1607
1192,1601
1192,1602
1192,1605
1193,1601
1193,1603
1193,1606
1194,1601
1194,1603
1194,1607
1195,1601
1195,1602
1195,1605
1196,1601
1196,1604
1196,1606
1197,1601
1197,1604
1197,1607
1198,1601
1198,1603
1198,1606
1199,1601
1199,1604
1199,1607
1200,1601
1200,1602
1200,1605
1201,1601
1201,1604
1201,1606
1202,1601
1202,1603
1202,1607
1203,1601
1203,1603
1203,1606
1204,1601
1204,1604
1204,1607
1205,1601
1205,1603
1205,1606
1206,1601
1206,1602
1206,1605
1207,1601
1207,1602
1207,1605
1208,1601
1208,1603
1208,1607
1209,1601
1209,1604
1209,1606
1210,1601
1210,1602
1210,1605
1211,1601
1211,1603
1211,1607
1212,1601
1212,1604
1212,1606
1213,1601
1213,1603
1213,1607
1214,1601
1214,1603
1214,1606
1215,1601
1215,1603
1215,1607
1216,1601
1216,1603
1216,1606
1217,1601
1217,1604
1217,1607
1218,1601
1218,1603
1218,1606
1219,1601
1219,1604
1219,1607
1220,1601
1220,1603
1220,1606
1221,1601
1221,1603
1221,1607
1222,1601
1222,1604
1222,1606
1223,1601
1223,1603
1223,1607
1224,1601
1224,1602
1224,1605
1225,1601
1225,1603
1225,1606
1226,1601
1226,1603
1226,1607
1227,1601
1227,1603
1227,1606
1228,1601
1228,1603
1228,1607
1229,1601
1229,1604
1229,1606
1230,1601
1230,1603
1230,1607
1231,1601
1231,1602
1231,1605
1232,1601
1232,1603
1232,1606
1233,1601
1233,1604
1233,1607
1234,1601
1234,1604
1234,1606
1235,1601
1235,1603
1235,1607
1236,1601
1236,1602
1236,1605
1237,1601
1237,1603
1237,1606
1238,1601
1238,1603
1238,1607
1239,1601
1239,1602
1239,1605
1240,1601
1240,1603
1240,1606
1241,1601
1241,1602
1241,1605
1242,1601
1242,1604
1242,1607
1243,1601
1243,1602
1243,1605
1244,1601
1244,1603
1244,1606
1245,1601
1245,1603
1245,1607
1246,1601
1246,1602
1246,1605
1247,1601
1247,1603
1247,1606
1248,1601
1248,1602
1248,1605
1249,1601
1249,1604
1249,1607
1250,1601
1250,1602
1250,1605
1251,1601
1251,1604
1251,1606
1252,1601
1252,1604
1252,1607
1253,1601
1253,1602
1253,1605
1254,1601
1254,1604
1254,1606
1255,1601
1255,1603
1255,1607
1256,1601
1256,1603
1256,1606
1257,1601
1257,1603
1257,1607
1258,1601
1258,1604
1258,1606
1259,1601
1259,1603
1259,1607
1260,1601
1260,1603
1260,1606
1261,1601
1261,1604
1261,1607
1262,1601
1262,1602
1262,1605
1263,1601
1263,1603
1263,1606
1264,1601
1264,1603
1264,1607
1265,1601
1265,1604
1265,1606
1266,1601
1266,1602
1266,1605
1267,1601
1267,1602
1267,1605
1268,1601
1268,1604
1268,1607
1269,1601
1269,1604
1269,1606
1270,1601
1270,1604
1270,1607
1271,1601
1271,1602
1271,1605
1272,1601
1272,1602
1272,1605
1273,1601
1273,1603
1273,1606
1274,1601
1274,1603
1274,1607
1275,1601
1275,1603
1275,1606
1276,1601
1276,1602
1276,1605
1277,1601
1277,1602
1277,1605
1278,1601
1278,1603
1278,1607
1279,1601
1279,1603
1279,1606
1280,1601
1280,1604
1280,1607
1281,1601
1281,1603
1281,1606
1282,1601
1282,1604
1282,1607
1283,1601
1283,1604
1283,1606
1284,1601
1284,1603
1284,1607
1285,1601
1285,1604
1285,1606
1286,1601
1286,1602
1286,1605
1287,1601
1287,1603
1287,1607
1288,1601
1288,1602
1288,1605
1289,1601
1289,1602
1289,1605
1290,1601
1290,1602
1290,1605
1291,1601
1291,1602
1291,1605
1292,1601
1292,1603
1292,1606
1293,1601
1293,1603
1293,1607
1294,1601
1294,1604
1294,1606
1295,1601
1295,1603
1295,1607
1296,1601
1296,1604
1296,1606
1297,1601
1297,1602
1297,1605
1298,1601
1298,1604
1298,1607
1299,1601
1299,1603
1299,1606
1300,1601
1300,1604
1300,1607
1301,1601
1301,1604
1301,1606
1302,1601
1302,1602
1302,1605
1303,1601
1303,1602
1303,1605
1304,1601
1304,1602
1304,1605
1305,1601
1305,1603
1305,1607
1306,1601
1306,1603
1306,1606
1307,1601
1307,1604
1307,1607
1308,1601
1308,1604
1308,1606
1309,1601
1309,1604
1309,1607
1310,1601
1310,1602
1310,1605
1311,1601
1311,1603
1311,1606
1312,1601
1312,1604
1312,1607
1313,1601
1313,1603
1313,1606
1314,1601
1314,1603
1314,1607
1315,1601
1315,1603
1315,1606
1316,1601
1316,1603
1316,1607
1317,1601
1317,1602
1317,1605
1318,1601
1318,1602
1318,1605
1319,1601
1319,1602
1319,1605
1320,1601
1320,1602
1320,1605
1321,1601
1321,1602
1321,1605
1322,1601
1322,1602
1322,1605
1323,1601
1323,1603
1323,1606
1324,1601
1324,1604
1324,1607
1325,1601
1325,1602
1325,1605
1326,1601
1326,1602
1326,1605
1327,1601
1327,1602
1327,1605
1328,1600
1328,1602
1328,1605
1329,1601
1329,1603
1329,1606
1330,1601
1330,1604
1330,1607
1331,1601
1331,1603
1331,1606
1332,1601
1332,1604
1332,1607
1333,1601
1333,1603
1333,1606
1334,1601
1334,1602
1334,1605
1335,1601
1335,1603
1335,1607
1336,1601
1336,1603
1336,1606
1337,1601
1337,1604
1337,1607
1338,1601
1338,1602
1338,1605
1339,1601
1339,1603
1339,1606
1340,1601
1340,1603
1340,1607
1341,1601
1341,1603
1341,1606
1342,1601
1342,1604
1342,1607
1343,1601
1343,1604
1343,1606
1344,1601
1344,1603
1344,1607
1345,1601
1345,1603
1345,1606
1346,1601
1346,1604
1346,1607
